node,clustering_coefficient
1,0.0
2,0.2
3,0.1
4,0.1
5,0.0
6,0.1
7,0.0
8,0.0
9,0.0
10,0.14285714285714285
11,1.0
12,0.047619047619047616
13,0.1
14,0.16666666666666666
15,0.1
16,0.0
17,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.06666666666666667
24,0.16666666666666666
25,0.0
26,0.0
27,0.2
28,1.0
29,0.0
30,0.1
31,0.16666666666666666
32,0.10714285714285714
33,1.0
34,0.0
35,0.0
36,0.0
37,0.05555555555555555
38,0.3333333333333333
39,0.0
40,0.0
41,0.0
42,0.05555555555555555
43,0.0
44,0.6666666666666666
45,0.3333333333333333
46,0.16666666666666666
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.038461538461538464
53,1.0
54,1.0
55,0.0
56,0.2
57,0.3333333333333333
58,1.0
59,0.0
60,0.0
61,0.1
62,0.0
63,0.0
64,0.0
66,1.0
67,0.0
68,0.13333333333333333
69,0.07142857142857142
70,0.3333333333333333
71,0.0
72,0.16666666666666666
73,0.0
74,0.13333333333333333
75,1.0
76,0.0
77,0.0
78,0.14285714285714285
79,0.0
80,0.0
81,0.1
82,0.0
83,0.3333333333333333
84,0.0
85,1.0
86,0.045454545454545456
87,0.06666666666666667
88,0.0
89,0.06666666666666667
90,0.0
91,0.0
92,0.0
93,0.0
94,0.3333333333333333
95,0.2
96,0.0
98,0.0
99,0.13333333333333333
100,0.14285714285714285
101,0.0
102,0.0
103,0.0
104,0.0
105,0.027777777777777776
106,0.1
107,0.047619047619047616
108,0.0
109,0.0
110,0.07142857142857142
111,0.3333333333333333
112,0.06666666666666667
113,0.0
114,1.0
115,0.3333333333333333
116,0.3333333333333333
117,0.10909090909090909
118,1.0
119,0.0
120,0.047619047619047616
121,0.0
122,0.0
123,0.07575757575757576
124,0.3333333333333333
125,0.01818181818181818
126,0.0
127,0.0
129,0.047619047619047616
130,0.0
131,0.0
132,0.0
133,1.0
134,0.26666666666666666
135,0.0
136,0.0
137,0.0
138,0.0
139,0.16666666666666666
140,0.13333333333333333
141,0.3333333333333333
142,1.0
143,0.0
144,0.1
145,0.0
146,0.0
147,0.0
148,0.0
149,0.3333333333333333
150,0.3333333333333333
151,0.3333333333333333
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.01282051282051282
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,1.0
178,0.0
179,0.0
180,0.0
181,0.16666666666666666
183,0.0
184,0.047619047619047616
185,1.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.1
192,0.0
193,0.0
195,1.0
196,0.0
197,1.0
198,0.0
199,0.0
200,0.0
201,0.2
202,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.3333333333333333
209,0.0
210,1.0
211,0.0
212,1.0
213,0.0
214,0.0
215,0.3333333333333333
216,0.0
217,0.0
218,1.0
219,0.0
220,0.09523809523809523
221,0.0
223,1.0
224,0.16666666666666666
225,0.3333333333333333
226,1.0
227,0.2
228,0.0
229,0.0
230,0.0
231,0.06666666666666667
232,0.3333333333333333
233,0.2
234,1.0
235,0.2
236,0.0
238,0.0
239,1.0
240,0.0
241,0.0
242,0.0
245,1.0
246,0.13333333333333333
247,0.3333333333333333
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,1.0
254,1.0
255,0.0
256,0.0
258,0.0
259,0.0
260,0.0
261,0.0
264,0.0
265,0.3333333333333333
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.1111111111111111
280,0.2
281,0.3333333333333333
282,0.2
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.3333333333333333
295,0.0
296,0.0
297,0.1
298,0.0
299,0.16666666666666666
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.06666666666666667
308,0.06666666666666667
309,0.0
310,0.0
311,0.3333333333333333
312,0.3333333333333333
314,0.16666666666666666
315,0.1
316,1.0
318,0.0
319,0.0
320,0.0
322,0.0
323,0.0
324,0.0
326,0.3333333333333333
327,1.0
329,0.0
330,0.0
331,0.0
332,0.0
334,0.0
335,0.0
336,0.3333333333333333
337,0.0
338,0.1
339,0.0
341,1.0
342,0.3333333333333333
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,1.0
356,1.0
360,0.0
362,0.1
363,0.0
364,0.0
366,0.0
367,0.0
368,0.0
369,1.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.16666666666666666
386,1.0
387,0.3333333333333333
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,1.0
394,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,1.0
401,1.0
402,0.0
403,0.3333333333333333
406,1.0
409,0.0
410,0.0
411,0.0
412,0.0
413,1.0
414,1.0
415,1.0
419,0.0
420,0.0
421,0.3333333333333333
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
433,0.0
435,0.6666666666666666
438,0.0
439,0.0
440,0.0
441,0.0
442,0.3333333333333333
443,0.0
444,0.0
445,0.3333333333333333
446,0.0
447,0.3333333333333333
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
457,0.3333333333333333
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.3333333333333333
466,0.0
467,0.3333333333333333
468,0.0
469,0.0
470,0.0
471,0.3333333333333333
472,0.0
473,0.0
474,0.0
475,0.3333333333333333
476,0.0
477,0.0
478,0.3333333333333333
479,0.0
480,0.16666666666666666
481,0.3333333333333333
482,0.3333333333333333
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.6666666666666666
489,0.0
490,0.0
491,0.3333333333333333
492,0.0
493,0.0
494,0.0
496,0.06666666666666667
497,0.0
502,0.0
503,0.0
504,0.0
506,0.0
507,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
1480,0.6666666666666666
1481,0.0
1482,0.0
1483,0.0
1484,0.0
